# # Transit Data: size=0.0185, period=290, distance=40
# time_days,flux
2.101050525262631652e+01,1.000046843911944539e+00
2.131065532766383441e+01,9.999168845015756757e-01
2.161080540270135231e+01,1.000116220404909884e+00
2.191095547773887020e+01,9.998902796953517136e-01
2.221110555277638809e+01,9.997876899649957849e-01
2.251125562781390954e+01,1.000103972709089240e+00
2.281140570285142744e+01,9.999596633961898018e-01
2.311155577788894533e+01,9.999873970414686619e-01
2.341170585292646678e+01,9.999162483277175273e-01
2.371185592796398467e+01,9.998394037239282106e-01
2.401200600300150256e+01,1.000125523737472433e+00
2.431215607803902046e+01,9.999311131016153098e-01
2.461230615307653835e+01,1.000166095248814724e+00
2.491245622811405980e+01,1.000080730818621033e+00
2.521260630315157769e+01,9.999685241853282225e-01
2.551275637818909559e+01,9.998914097598873285e-01
2.581290645322661703e+01,9.999267538013280054e-01
2.611305652826413493e+01,9.998787476868904456e-01
2.641320660330165282e+01,1.000208711335958789e+00
2.671335667833917071e+01,1.000016444123023041e+00
2.701350675337668861e+01,1.000115020554254608e+00
2.731365682841421005e+01,9.998732647950989705e-01
2.761380690345172795e+01,1.000018103512959611e+00
2.791395697848924584e+01,1.000117786193880809e+00
2.821410705352676729e+01,9.999664989238067347e-01
2.851425712856428518e+01,1.000103111445892257e+00
2.881440720360180308e+01,9.998915432087994715e-01
2.911455727863932097e+01,9.998636528455381312e-01
2.941470735367683886e+01,1.000037940061207831e+00
2.971485742871436031e+01,9.999620823565427141e-01
3.001500750375187820e+01,1.000064205468927270e+00
3.031515757878939610e+01,9.998022112068479794e-01
3.061530765382691754e+01,1.000071226463546958e+00
3.091545772886443544e+01,1.000259830392727034e+00
3.121560780390195333e+01,9.999975374018568175e-01
3.151575787893947123e+01,1.000003414212891073e+00
3.181590795397698912e+01,1.000017954948463794e+00
3.211605802901451057e+01,9.998138024289208170e-01
3.241620810405203201e+01,1.000042614663968932e+00
3.271635817908954635e+01,9.998394590255984538e-01
3.301650825412706780e+01,9.999572320401876047e-01
3.331665832916458214e+01,1.000124286954960473e+00
3.361680840420210359e+01,9.999264783043899651e-01
3.391695847923962504e+01,1.000050124898956838e+00
3.421710855427713938e+01,1.000101273905395605e+00
3.451725862931466082e+01,1.000027874085609669e+00
3.481740870435217516e+01,9.998629051529905887e-01
3.511755877938969661e+01,9.999667524724648038e-01
3.541770885442721806e+01,1.000195941134238931e+00
3.571785892946473240e+01,9.997974954237002221e-01
3.601800900450225384e+01,9.999724213986134203e-01
3.631815907953977529e+01,9.999447891928512355e-01
3.661830915457728963e+01,1.000012074736309708e+00
3.691845922961481108e+01,1.000074821561718785e+00
3.721860930465233253e+01,1.000160869096802241e+00
3.751875937968984687e+01,9.999729767607991038e-01
3.781890945472736831e+01,1.000081234132997654e+00
3.811905952976488265e+01,1.000049974014486587e+00
3.841920960480240410e+01,1.000047434729787188e+00
3.871935967983992555e+01,9.999436076068473067e-01
3.901950975487743989e+01,9.999002678531223598e-01
3.931965982991496134e+01,9.998899956887379314e-01
3.961980990495247568e+01,9.999243562790600670e-01
3.991995997998999712e+01,1.000032168657586595e+00
4.022011005502751857e+01,1.000076094939312821e+00
4.052026013006503291e+01,1.000032346884785595e+00
4.082041020510255436e+01,9.999451044903804320e-01
4.112056028014007580e+01,1.004695445905111173e+00
4.142071035517759015e+01,1.000151886562363091e+00
4.172086043021511159e+01,9.999645999887250003e-01
4.202101050525263304e+01,9.999176568594014824e-01
4.232116058029014738e+01,1.000013021495415710e+00
4.262131065532766883e+01,1.000126729864505348e+00
4.292146073036518317e+01,1.000033276497725332e+00
4.322161080540270461e+01,1.000055654870491084e+00
4.352176088044022606e+01,9.999787919877723974e-01
4.382191095547774040e+01,1.000045627089520162e+00
4.412206103051526185e+01,1.000154454445145724e+00
4.442221110555277619e+01,9.999760331218522369e-01
4.472236118059029764e+01,1.000014330773250748e+00
4.502251125562781908e+01,1.000025381647654976e+00
4.532266133066533342e+01,1.000028372535577192e+00
4.562281140570285487e+01,9.998588111123928313e-01
4.592296148074037632e+01,9.998123131344126557e-01
4.622311155577789066e+01,9.998980344929078168e-01
4.652326163081541210e+01,1.000016794229540151e+00
4.682341170585293355e+01,1.000055385616600345e+00
4.712356178089044789e+01,9.999469325440226708e-01
4.742371185592796934e+01,1.000137725748286632e+00
4.772386193096548368e+01,9.999856824025673552e-01
4.802401200600300513e+01,1.000002031599823482e+00
4.832416208104052657e+01,9.999806036129447184e-01
4.862431215607804091e+01,1.000013402679274632e+00
4.892446223111556236e+01,1.000070447407404250e+00
4.922461230615307670e+01,1.000066565343791236e+00
4.952476238119059815e+01,9.999101577059390511e-01
4.982491245622811959e+01,1.000152366377647928e+00
5.012506253126563394e+01,9.998904973542572794e-01
5.042521260630315538e+01,1.000007922701409147e+00
5.072536268134067683e+01,9.999725603426478093e-01
5.102551275637819117e+01,9.998951008322681799e-01
5.132566283141571262e+01,9.999924879412026568e-01
5.162581290645323406e+01,9.999259186226707730e-01
5.192596298149074840e+01,1.000007290724327591e+00
5.222611305652826985e+01,1.000040308596122030e+00
5.252626313156578419e+01,1.000147192936897245e+00
5.282641320660330564e+01,1.000030738421862742e+00
5.312656328164082709e+01,9.999388774659695445e-01
5.342671335667834143e+01,9.999608380189279888e-01
5.372686343171586287e+01,1.000013997810611510e+00
5.402701350675337721e+01,1.000009346082946227e+00
5.432716358179089866e+01,1.000145958926822898e+00
5.462731365682842011e+01,1.000139535292975612e+00
5.492746373186593445e+01,9.999641064073757635e-01
5.522761380690345590e+01,9.999451357871813606e-01
5.552776388194097734e+01,9.997442945395932368e-01
5.582791395697849168e+01,9.999451079586677560e-01
5.612806403201601313e+01,9.999021942293915277e-01
5.642821410705353458e+01,9.999645175541904685e-01
5.672836418209104892e+01,1.000039158424234964e+00
5.702851425712857036e+01,1.000017719232919822e+00
5.732866433216608471e+01,9.999970031992952979e-01
5.762881440720360615e+01,1.000019958211108895e+00
5.792896448224112760e+01,9.999873882226768540e-01
5.822911455727864194e+01,1.000019701893254398e+00
5.852926463231616339e+01,9.996768944992080463e-01
5.882941470735367773e+01,9.999730706510249201e-01
5.912956478239119917e+01,9.999889149278946565e-01
5.942971485742872062e+01,9.999658738283793147e-01
5.972986493246623496e+01,9.999782053737896748e-01
6.003001500750375641e+01,1.006782601105754127e+00
6.033016508254127785e+01,9.999401894668659141e-01
6.063031515757879220e+01,1.000220070209921763e+00
6.093046523261631364e+01,1.000068829693022243e+00
6.123061530765383509e+01,9.999993692749086227e-01
6.153076538269134943e+01,9.999793337696802897e-01
6.183091545772887088e+01,9.999913477713617826e-01
6.213106553276638522e+01,9.999084692930055862e-01
6.243121560780390666e+01,9.999904797460742456e-01
6.273136568284142811e+01,1.000027868351672788e+00
6.303151575787894245e+01,1.000057954161557294e+00
6.333166583291646390e+01,1.000057968977914324e+00
6.363181590795397824e+01,9.999725122453434478e-01
6.393196598299149969e+01,9.998583917747477789e-01
6.423211605802902113e+01,9.999330897373766014e-01
6.453226613306654258e+01,1.000161219304281257e+00
6.483241620810406403e+01,1.000089605831341100e+00
6.513256628314157126e+01,1.000036961958630455e+00
6.543271635817909271e+01,9.999238705755240098e-01
6.573286643321661415e+01,1.000000364515497342e+00
6.603301650825413560e+01,9.998744331314337597e-01
6.633316658329165705e+01,9.999448063124304342e-01
6.663331665832916428e+01,9.999754796658314460e-01
6.693346673336668573e+01,9.999638360068134890e-01
6.723361680840420718e+01,1.000095660193105696e+00
6.753376688344172862e+01,9.998581274085964754e-01
6.783391695847925007e+01,9.999134567728484857e-01
6.813406703351675731e+01,9.998625312028978085e-01
6.843421710855427875e+01,9.998762646787312525e-01
6.873436718359180020e+01,1.000012405589644660e+00
6.903451725862932165e+01,9.998399559466943920e-01
6.933466733366684309e+01,1.000075386877883776e+00
6.963481740870435033e+01,9.999753184223059144e-01
6.993496748374187177e+01,1.000006878833252566e+00
7.023511755877939322e+01,1.000032257673799663e+00
7.053526763381691467e+01,9.999565833479748811e-01
7.083541770885443611e+01,1.000103247971575238e+00
7.113556778389195756e+01,9.999805657273271864e-01
7.143571785892946480e+01,1.000059407025523983e+00
7.173586793396698624e+01,9.999800887617242839e-01
7.203601800900450769e+01,1.000029087438742526e+00
7.233616808404202914e+01,1.000027966267015733e+00
7.263631815907955058e+01,1.000024996993945647e+00
7.293646823411705782e+01,9.999025692150379507e-01
7.323661830915457926e+01,1.000043587577054804e+00
7.353676838419210071e+01,9.999681043010900661e-01
7.383691845922962216e+01,1.000063048803049082e+00
7.413706853426714360e+01,9.997847506555587183e-01
7.443721860930466505e+01,9.998534883777945304e-01
7.473736868434217229e+01,1.000036344556213486e+00
7.503751875937969373e+01,1.000186292758510564e+00
7.533766883441721518e+01,1.000083505874681089e+00
7.563781890945473663e+01,9.999317549065800392e-01
7.593796898449225807e+01,9.998307947584621491e-01
7.623811905952976531e+01,1.000074268622116236e+00
7.653826913456728676e+01,9.999919416777957037e-01
7.683841920960480820e+01,1.000059070421789542e+00
7.713856928464232965e+01,1.000011529872220972e+00
7.743871935967985110e+01,1.000002964292512120e+00
7.773886943471735833e+01,1.000295862544589243e+00
7.803901950975487978e+01,9.999993870038954569e-01
7.833916958479240122e+01,9.999840754790746411e-01
7.863931965982992267e+01,9.999878551324595799e-01
7.893946973486744412e+01,9.983844559623251680e-01
7.923961980990495135e+01,1.000099013289471594e+00
7.953976988494247280e+01,9.999646245666218292e-01
7.983991995997999425e+01,1.000063594270564460e+00
8.014007003501751569e+01,1.000028460302981426e+00
8.044022011005503714e+01,1.000121898586213254e+00
8.074037018509255859e+01,1.000042017959698937e+00
8.104052026013006582e+01,9.998786615219051876e-01
8.134067033516758727e+01,9.998673512214946157e-01
8.164082041020510871e+01,1.000140836914607645e+00
8.194097048524263016e+01,9.999391289196735144e-01
8.224112056028015161e+01,9.998679397420210391e-01
8.254127063531765884e+01,9.999330381400129975e-01
8.284142071035518029e+01,1.000126462528696747e+00
8.314157078539270174e+01,9.998579787001051766e-01
8.344172086043022318e+01,9.999133504796240413e-01
8.374187093546774463e+01,9.999333192491203226e-01
8.404202101050526608e+01,9.998748810126526498e-01
8.434217108554277331e+01,9.998815672661488518e-01
8.464232116058029476e+01,9.998481892024736473e-01
8.494247123561781621e+01,9.999538812586863390e-01
8.524262131065533765e+01,9.999645091168259947e-01
8.554277138569285910e+01,9.999317461845796950e-01
8.584292146073036633e+01,9.998346302161031929e-01
8.614307153576788778e+01,1.000125333594685584e+00
8.644322161080540923e+01,9.998670921170828008e-01
8.674337168584293067e+01,1.000027803371202229e+00
8.704352176088045212e+01,9.998925233406881219e-01
8.734367183591795936e+01,1.000066831686674096e+00
8.764382191095548080e+01,1.000095583235516727e+00
8.794397198599300225e+01,9.999122386413372698e-01
8.824412206103052370e+01,9.998076284270303038e-01
8.854427213606804514e+01,1.000069578731914044e+00
8.884442221110555238e+01,1.000187580054671344e+00
8.914457228614307382e+01,1.000041569453989254e+00
8.944472236118059527e+01,1.000016054442147917e+00
8.974487243621811672e+01,1.000081976060960942e+00
9.004502251125563816e+01,1.000076505484599698e+00
9.034517258629315961e+01,9.999171011166239076e-01
9.064532266133066685e+01,9.999340848689303174e-01
9.094547273636818829e+01,1.000061112355005610e+00
9.124562281140570974e+01,9.999855986652519402e-01
9.154577288644323119e+01,1.000131660559586466e+00
9.184592296148075263e+01,9.999295657852871333e-01
9.214607303651825987e+01,1.000075060991686859e+00
9.244622311155578132e+01,1.000034263798136980e+00
9.274637318659330276e+01,9.999873562436289998e-01
9.304652326163082421e+01,1.000117591077183565e+00
9.334667333666834566e+01,1.000068007153286809e+00
9.364682341170586710e+01,9.998995032846618169e-01
9.394697348674337434e+01,1.000064021868041886e+00
9.424712356178089578e+01,1.000137499063149527e+00
9.454727363681841723e+01,9.999869555311015068e-01
9.484742371185593868e+01,9.999751344149615528e-01
9.514757378689346012e+01,9.999330352852356940e-01
9.544772386193096736e+01,9.999986396114324272e-01
9.574787393696848881e+01,1.000068620068605307e+00
9.604802401200601025e+01,9.999182331700421367e-01
9.634817408704353170e+01,9.998653642439262468e-01
9.664832416208105315e+01,9.999624250089017563e-01
9.694847423711856038e+01,9.998620275021341541e-01
9.724862431215608183e+01,1.000052321844128178e+00
9.754877438719360327e+01,9.999573310230006618e-01
9.784892446223112472e+01,9.998244598155449081e-01
9.814907453726864617e+01,9.999651392485261470e-01
9.844922461230615340e+01,9.999807385014205519e-01
9.874937468734367485e+01,1.000044913561336068e+00
9.904952476238119630e+01,9.999854636456845247e-01
9.934967483741871774e+01,1.000186872645683955e+00
9.964982491245623919e+01,9.999481296148461373e-01
9.994997498749376064e+01,9.999937601451417413e-01
1.002501250625312679e+02,9.999897089385737514e-01
1.005502751375687893e+02,9.999717371615592931e-01
1.008504252126063108e+02,1.000014242558501243e+00
1.011505752876438322e+02,1.000054123129719752e+00
1.014507253626813537e+02,1.000134009870353724e+00
1.017508754377188609e+02,9.998430743872604998e-01
1.020510255127563823e+02,9.999489657126193753e-01
1.023511755877939038e+02,9.999552228574647428e-01
1.026513256628314252e+02,1.000093785029736226e+00
1.029514757378689467e+02,9.999643336938927041e-01
1.032516258129064681e+02,9.998104824406920388e-01
1.035517758879439754e+02,1.000008773046386690e+00
1.038519259629814968e+02,9.999966310768458877e-01
1.041520760380190183e+02,1.000017975156577199e+00
1.044522261130565397e+02,9.998959837119020255e-01
1.047523761880940611e+02,1.000171903468108470e+00
1.050525262631315684e+02,9.999676140216214870e-01
1.053526763381690898e+02,9.999811703141506802e-01
1.056528264132066113e+02,9.999099991430190348e-01
1.059529764882441327e+02,9.999068997996125585e-01
1.062531265632816542e+02,9.998777263040251606e-01
1.065532766383191614e+02,9.999606689148219374e-01
1.068534267133566829e+02,9.999042418161243617e-01
1.071535767883942043e+02,1.000205646734122489e+00
1.074537268634317257e+02,9.998111507619613647e-01
1.077538769384692472e+02,9.998871669451818711e-01
1.080540270135067544e+02,9.999598585571543019e-01
1.083541770885442759e+02,1.000067349127809813e+00
1.086543271635817973e+02,9.999586243118619988e-01
1.089544772386193188e+02,1.000067596339300202e+00
1.092546273136568402e+02,9.999013196110709822e-01
1.095547773886943617e+02,1.000005929113389369e+00
1.098549274637318689e+02,1.000174404108701065e+00
1.101550775387693903e+02,9.999032255604300978e-01
1.104552276138069118e+02,1.000041956767589557e+00
1.107553776888444332e+02,1.000020692751928397e+00
1.110555277638819547e+02,9.997748465014012487e-01
1.113556778389194619e+02,9.999411029453528776e-01
1.116558279139569834e+02,1.000113115190530699e+00
1.119559779889945048e+02,1.000013507767248511e+00
1.122561280640320263e+02,9.998787731037104276e-01
1.125562781390695477e+02,1.000069077727291589e+00
1.128564282141070692e+02,9.999520877054686174e-01
1.131565782891445764e+02,1.000036005072808099e+00
1.134567283641820978e+02,1.000037692011443768e+00
1.137568784392196193e+02,9.998881304398854475e-01
1.140570285142571407e+02,1.000078982803473515e+00
1.143571785892946622e+02,9.976689819794756220e-01
1.146573286643321694e+02,9.998694214133658775e-01
1.149574787393696909e+02,9.999117171012278371e-01
1.152576288144072123e+02,9.999653909966136345e-01
1.155577788894447337e+02,1.000010940315644081e+00
1.158579289644822552e+02,9.999227416267627566e-01
1.161580790395197624e+02,1.000074481931239490e+00
1.164582291145572839e+02,1.000025146418404454e+00
1.167583791895948053e+02,9.999305201784894903e-01
1.170585292646323268e+02,1.000088899291759592e+00
1.173586793396698482e+02,1.000116106835764684e+00
1.176588294147073555e+02,9.999901315303190152e-01
1.179589794897448769e+02,9.999785016955036188e-01
1.182591295647823983e+02,9.998226228646743818e-01
1.185592796398199198e+02,9.999592487407608088e-01
1.188594297148574412e+02,9.999708493287434719e-01
1.191595797898949627e+02,1.000024537940725988e+00
1.194597298649324699e+02,9.999831573568369603e-01
1.197598799399699914e+02,1.000024402693814096e+00
1.200600300150075128e+02,1.000153409028930351e+00
1.203601800900450343e+02,9.999470085901366323e-01
1.206603301650825557e+02,9.999509027717433662e-01
1.209604802401200629e+02,9.998690834685697304e-01
1.212606303151575844e+02,9.999991339533258472e-01
1.215607803901951058e+02,1.000097681298246943e+00
1.218609304652326273e+02,9.998248929650808137e-01
1.221610805402701487e+02,9.999334143032980737e-01
1.224612306153076702e+02,1.000003594050250300e+00
1.227613806903451774e+02,1.000085010288352505e+00
1.230615307653826989e+02,1.000038287023902628e+00
1.233616808404202203e+02,1.000032546362818131e+00
1.236618309154577418e+02,9.999775687214028652e-01
1.239619809904952632e+02,1.000048187425701895e+00
1.242621310655327704e+02,1.008607192989691592e+00
1.245622811405702919e+02,9.998291008223451071e-01
1.248624312156078133e+02,1.000072853540083573e+00
1.251625812906453348e+02,9.999901240194133401e-01
1.254627313656828562e+02,9.999470011135785930e-01
1.257628814407203635e+02,9.997556924214120455e-01
1.260630315157578849e+02,9.998619648676345673e-01
1.263631815907954064e+02,1.000169805899224773e+00
1.266633316658329278e+02,9.999311451467536305e-01
1.269634817408704492e+02,9.998915231228746592e-01
1.272636318159079565e+02,9.999543574043856520e-01
1.275637818909454779e+02,9.999254852778141078e-01
1.278639319659829994e+02,1.000012435863261828e+00
1.281640820410205208e+02,1.000151697367824610e+00
1.284642321160580423e+02,9.999413384049147258e-01
1.287643821910955637e+02,1.000015429005055134e+00
1.290645322661330852e+02,9.998852762858759791e-01
1.293646823411706066e+02,1.000152016644220598e+00
1.296648324162081281e+02,1.000018904344241344e+00
1.299649824912456211e+02,9.998918180876709139e-01
1.302651325662831425e+02,1.000090430622013526e+00
1.305652826413206640e+02,1.000119998764858353e+00
1.308654327163581854e+02,1.000016145636340781e+00
1.311655827913957069e+02,9.998360603032458993e-01
1.314657328664332283e+02,1.000178516881351731e+00
1.317658829414707498e+02,1.000031012252062590e+00
1.320660330165082712e+02,1.000117045429736118e+00
1.323661830915457926e+02,9.999449106794883191e-01
1.326663331665833141e+02,9.999601376075265557e-01
1.329664832416208071e+02,1.000011045310928992e+00
1.332666333166583286e+02,1.000111340167803675e+00
1.335667833916958500e+02,1.000014299002816687e+00
1.338669334667333715e+02,9.998743166187465947e-01
1.341670835417708929e+02,1.000026198919678366e+00
1.344672336168084144e+02,1.000162953419451162e+00
1.347673836918459358e+02,1.000006580628246322e+00
1.350675337668834572e+02,1.000012938552377717e+00
1.353676838419209787e+02,9.998737456257216216e-01
1.356678339169585001e+02,9.998597010912276817e-01
1.359679839919960216e+02,9.999362307861187071e-01
1.362681340670335146e+02,9.999673482353381715e-01
1.365682841420710361e+02,1.000010406073501112e+00
1.368684342171085575e+02,1.000016595697447386e+00
1.371685842921460790e+02,1.000160190765101653e+00
1.374687343671836004e+02,1.000005868743844895e+00
1.377688844422211218e+02,1.000106442268841045e+00
1.380690345172586433e+02,9.999960670665355433e-01
1.383691845922961647e+02,1.000144890361162497e+00
1.386693346673336862e+02,9.998129602521252934e-01
1.389694847423712076e+02,9.999401268233321094e-01
1.392696348174087007e+02,1.000098303339626016e+00
1.395697848924462221e+02,9.999828403994743820e-01
1.398699349674837435e+02,1.000093152961338827e+00
1.401700850425212650e+02,1.000038506610277711e+00
1.404702351175587864e+02,1.000094587698371340e+00
1.407703851925963079e+02,1.000061306772802805e+00
1.410705352676338293e+02,1.000067364893381328e+00
1.413706853426713508e+02,1.000149245538715093e+00
1.416708354177088722e+02,1.000098647401870045e+00
1.419709854927463937e+02,9.989462730321685413e-01
1.422711355677839151e+02,9.972239414256723888e-01
1.425712856428214081e+02,9.960473478919505963e-01
1.428714357178589296e+02,9.954318364420430276e-01
1.431715857928964510e+02,9.954500944597189926e-01
1.434717358679339725e+02,9.951311539435955256e-01
1.437718859429714939e+02,9.952442821811695595e-01
1.440720360180090154e+02,9.952786746314121746e-01
1.443721860930465368e+02,9.953502378621306157e-01
1.446723361680840583e+02,9.951118561963191445e-01
1.449724862431215797e+02,9.955008721302589514e-01
1.452726363181591012e+02,9.954350175236329479e-01
1.455727863931966226e+02,9.955734582398458876e-01
1.458729364682341156e+02,9.954812214468923282e-01
1.461730865432716371e+02,9.954780379331151785e-01
1.464732366183091585e+02,9.956000676031030450e-01
1.467733866933466800e+02,9.953179041913142733e-01
1.470735367683842014e+02,9.952911993376948319e-01
1.473736868434217229e+02,9.959328017679860423e-01
1.476738369184592443e+02,9.968966568070656287e-01
1.479739869934967658e+02,9.984852161559625294e-01
1.482741370685342872e+02,9.998949781009741633e-01
1.485742871435718087e+02,1.000056788006745467e+00
1.488744372186093301e+02,1.000051298284959866e+00
1.491745872936468231e+02,9.999973077409431976e-01
1.494747373686843446e+02,1.000031158150338273e+00
1.497748874437218660e+02,9.999857949272871194e-01
1.500750375187593875e+02,1.000075203366826759e+00
1.503751875937969089e+02,1.000006964074948490e+00
1.506753376688344304e+02,9.999734554375103723e-01
1.509754877438719518e+02,1.000092958446994196e+00
1.512756378189094733e+02,1.000126082126922666e+00
1.515757878939469947e+02,1.000133745382564054e+00
1.518759379689845161e+02,9.999009725310680219e-01
1.521760880440220092e+02,9.999465552791958478e-01
1.524762381190595306e+02,9.998298503905251877e-01
1.527763881940970521e+02,9.999761434981796482e-01
1.530765382691345735e+02,1.000041612381447731e+00
1.533766883441720950e+02,9.999867198825488357e-01
1.536768384192096164e+02,1.000193085086704903e+00
1.539769884942471379e+02,9.999594156624889152e-01
1.542771385692846593e+02,9.998911491444510968e-01
1.545772886443221807e+02,1.000056850420666832e+00
1.548774387193597022e+02,1.000014993382849715e+00
1.551775887943972236e+02,1.000054964259579959e+00
1.554777388694347167e+02,1.000030378793078656e+00
1.557778889444722381e+02,1.000024376576053031e+00
1.560780390195097596e+02,9.997877701116957283e-01
1.563781890945472810e+02,9.999273885972482789e-01
1.566783391695848024e+02,9.999409675082047144e-01
1.569784892446223239e+02,9.999652035662065508e-01
1.572786393196598453e+02,9.999551608361538779e-01
1.575787893946973668e+02,1.000041281876168808e+00
1.578789394697348882e+02,1.000060088250869228e+00
1.581790895447724097e+02,9.998868359073248557e-01
1.584792396198099027e+02,1.000068680440679536e+00
1.587793896948474242e+02,1.000058576813866784e+00
1.590795397698849456e+02,1.000046577006603821e+00
1.593796898449224670e+02,9.998582105511970575e-01
1.596798399199599885e+02,1.000044058230028954e+00
1.599799899949975099e+02,1.000008259541953715e+00
1.602801400700350314e+02,1.000096088007521367e+00
1.605802901450725528e+02,1.000178435679530020e+00
1.608804402201100743e+02,1.000158806788559396e+00
1.611805902951475957e+02,1.000011264417224099e+00
1.614807403701851172e+02,9.999998125308273700e-01
1.617808904452226102e+02,1.000063194828400892e+00
1.620810405202601316e+02,9.998884960046580117e-01
1.623811905952976531e+02,9.998549316858394986e-01
1.626813406703351745e+02,9.999527469407974989e-01
1.629814907453726960e+02,1.000122056891371347e+00
1.632816408204102174e+02,9.999668871701717920e-01
1.635817908954477389e+02,1.000150258090581001e+00
1.638819409704852603e+02,9.997211887116914664e-01
1.641820910455227818e+02,9.998412793573212554e-01
1.644822411205603032e+02,9.999876311267144047e-01
1.647823911955978247e+02,1.000088819454134192e+00
1.650825412706353177e+02,9.999930376901280393e-01
1.653826913456728391e+02,9.999904347255507142e-01
1.656828414207103606e+02,9.999878258504742989e-01
1.659829914957478820e+02,9.998237102265599141e-01
1.662831415707854035e+02,1.000115806887444059e+00
1.665832916458229249e+02,9.999317235280162919e-01
1.668834417208604464e+02,1.000108953265721468e+00
1.671835917958979678e+02,9.999929476582037902e-01
1.674837418709354893e+02,1.000106816038732971e+00
1.677838919459730107e+02,1.000034325798097701e+00
1.680840420210105322e+02,9.999893325509441322e-01
1.683841920960480252e+02,1.000022626164706940e+00
1.686843421710855466e+02,9.998527022390888419e-01
1.689844922461230681e+02,1.000000602932717086e+00
1.692846423211605895e+02,1.000171604032211281e+00
1.695847923961981110e+02,1.000130819356398915e+00
1.698849424712356324e+02,9.999014976417301970e-01
1.701850925462731539e+02,1.000050568585133748e+00
1.704852426213106753e+02,1.000024797988474656e+00
1.707853926963481968e+02,1.000081718828011779e+00
1.710855427713857182e+02,1.000009415288552139e+00
1.713856928464232112e+02,9.999766496006869954e-01
1.716858429214607327e+02,1.000133063077636164e+00
1.719859929964982541e+02,1.000021639656827110e+00
1.722861430715357756e+02,1.000125546432194534e+00
1.725862931465732970e+02,1.000097438620334511e+00
1.728864432216108185e+02,9.999675512758481322e-01
1.731865932966483399e+02,9.999832999725642990e-01
1.734867433716858613e+02,1.000192983243400002e+00
1.737868934467233828e+02,1.000019148232544008e+00
