# TRAPPIST-1 Full System Data (7 planets)
# Generated for Habitable Zone Hunt
time_days,flux
1.962098,1.000515
1.965098,1.000012
1.968098,1.000003
1.971099,0.999995
1.974099,1.000040
1.977099,0.999971
1.980099,0.999885
1.983099,0.999891
1.986099,0.999993
1.989099,0.999891
1.992100,0.999857
1.995100,1.000021
1.998100,0.999949
2.001100,1.000301
2.004100,0.999470
2.007100,0.997418
2.010101,0.997449
2.013101,0.996785
2.016101,0.997131
2.019101,0.997126
2.022101,0.996918
2.025101,0.997044
2.028101,0.996978
2.031102,0.997550
2.034102,0.997387
2.037102,0.997454
2.040102,0.997344
2.043102,0.996974
2.046102,0.999895
2.049102,1.000098
2.052103,0.999756
2.055103,1.000143
2.058103,0.999952
2.061103,0.999925
2.064103,1.000142
2.067103,1.000089
2.070104,0.999928
2.073104,1.000232
2.076104,0.999784
2.079104,1.000123
2.082104,1.000119
2.085104,0.999938
2.088104,1.000065
2.091105,0.999750
2.094105,1.000185
2.097105,0.999963
2.100105,0.999895
2.103105,1.000210
2.106105,0.999859
2.109105,0.999718
2.112106,0.999689
2.115106,1.000121
2.118106,0.999744
2.121106,1.000351
2.124106,0.999584
2.127106,1.000339
2.130107,1.000042
2.133107,0.999981
2.136107,0.999891
2.139107,1.000080
2.142107,0.999992
2.145107,1.000221
2.148107,1.000023
2.151108,1.000030
2.154108,0.999927
2.157108,0.999989
2.160108,1.000062
2.163108,0.999658
2.166108,0.999730
2.169108,1.000149
2.172109,1.000034
2.175109,0.999963
2.178109,1.000004
2.181109,1.000070
2.184109,0.999892
2.187109,0.999844
2.190110,1.000039
2.193110,0.999804
2.196110,1.000082
2.199110,0.999659
2.202110,1.000206
2.205110,1.000095
2.208110,1.000051
2.211111,1.000197
2.214111,1.000333
2.217111,1.000203
2.220111,0.999632
2.223111,0.999744
2.226111,0.999875
2.229111,1.000005
2.232112,1.000104
2.235112,0.999855
2.238112,1.000037
2.241112,0.999849
2.244112,0.999878
2.247112,0.999719
2.250113,0.999815
2.253113,0.999730
2.256113,0.999805
2.259113,0.996711
2.262113,0.996310
2.265113,0.997026
2.268113,0.996599
2.271114,0.996537
2.274114,0.999828
2.277114,1.000140
2.280114,0.999885
2.283114,1.000024
2.286114,1.000512
2.289114,0.999981
2.292115,1.000230
2.295115,0.999859
2.298115,0.999993
2.301115,1.000354
2.304115,0.999875
2.307115,1.000362
2.310116,1.000142
2.313116,0.999888
2.316116,1.000126
2.319116,1.000195
2.322116,1.000124
2.325116,0.999686
2.328116,0.999855
2.331117,0.999950
2.334117,0.999985
2.337117,1.000124
2.340117,1.000036
2.343117,0.999733
2.346117,1.000076
2.349117,1.000122
2.352118,1.000112
2.355118,1.000216
2.358118,1.000167
2.361118,1.000092
2.364118,0.999986
2.367118,0.999668
2.370119,1.000086
2.373119,1.000042
2.376119,1.000054
2.379119,0.999745
2.382119,0.999784
2.385119,1.000211
2.388119,0.999992
2.391120,1.000136
2.394120,1.000006
2.397120,1.000006
2.400120,1.000188
2.403120,0.999897
2.406120,1.000019
2.409120,0.999908
2.412121,0.999913
2.415121,0.999938
2.418121,1.000044
2.421121,0.999904
2.424121,1.000251
2.427121,0.999821
2.430122,0.999963
2.433122,0.999912
2.436122,1.000289
2.439122,1.000039
2.442122,1.000206
2.445122,0.999703
2.448122,1.000053
2.451123,1.000178
2.454123,1.000016
2.457123,1.000213
2.460123,0.999897
2.463123,1.000282
2.466123,1.000460
2.469123,0.999927
2.472124,0.999911
2.475124,1.000291
2.478124,1.000316
2.481124,0.999895
2.484124,0.999916
2.487124,0.999944
2.490125,0.999731
2.493125,0.999816
2.496125,0.999799
2.499125,0.999846
2.502125,0.999993
2.505125,1.000047
2.508125,1.000310
2.511126,0.999800
2.514126,1.000197
2.517126,0.999957
2.520126,0.999990
2.523126,1.000135
2.526126,0.999775
2.529126,1.000076
2.532127,1.000033
2.535127,1.000098
2.538127,1.000058
2.541127,1.000491
2.544127,0.999872
2.547127,0.999894
2.550128,0.999875
2.553128,0.999889
2.556128,0.999873
2.559128,1.000238
2.562128,1.000284
2.565128,0.999886
2.568128,0.999834
2.571129,1.000094
2.574129,0.999890
2.577129,1.000127
2.580129,1.000041
2.583129,0.999697
2.586129,1.000310
2.589129,1.000359
2.592130,0.999877
2.595130,0.999922
2.598130,1.000057
2.601130,1.000067
2.604130,1.000132
2.607130,1.000402
2.610131,0.999965
2.613131,0.999840
2.616131,0.999724
2.619131,0.999854
2.622131,0.999993
2.625131,1.000359
2.628131,0.999896
2.631132,1.000045
2.634132,0.999997
2.637132,1.000238
2.640132,1.000505
2.643132,0.999894
2.646132,0.999902
2.649132,1.000209
2.652133,1.000136
2.655133,1.000369
2.658133,1.000117
2.661133,0.999928
2.664133,1.000118
2.667133,1.000222
2.670134,1.000164
2.673134,1.000101
2.676134,1.000213
2.679134,1.000234
2.682134,1.000276
2.685134,1.000130
2.688134,0.999967
2.691135,1.000029
2.694135,1.000241
2.697135,0.999837
2.700135,1.000074
2.703135,0.999921
2.706135,1.000006
2.709135,1.000256
2.712136,1.000038
2.715136,1.000009
2.718136,0.999728
2.721136,1.000149
2.724136,1.000129
2.727136,1.000433
2.730137,0.999938
2.733137,1.000044
2.736137,1.000050
2.739137,1.000315
2.742137,0.999981
2.745137,1.000056
2.748137,1.000122
2.751138,1.000037
2.754138,0.999911
2.757138,1.000039
2.760138,1.000215
2.763138,0.999795
2.766138,1.000027
2.769138,0.999860
2.772139,1.000239
2.775139,0.999695
2.778139,0.999888
2.781139,1.000075
2.784139,1.000313
2.787139,0.999987
2.790140,0.999889
2.793140,1.000376
2.796140,0.999710
2.799140,0.999560
2.802140,1.000088
2.805140,0.999900
2.808140,0.999796
2.811141,1.000142
2.814141,1.000049
2.817141,0.999887
2.820141,0.999744
2.823141,1.000174
2.826141,1.000130
2.829141,0.999980
2.832142,1.000369
2.835142,0.999786
2.838142,0.999695
2.841142,0.999862
2.844142,0.999991
2.847142,1.000049
2.850143,0.999952
2.853143,1.000070
2.856143,0.999750
2.859143,1.000289
2.862143,0.999984
2.865143,1.000223
2.868143,1.000069
2.871144,1.000091
2.874144,1.000114
2.877144,1.000090
2.880144,1.000129
2.883144,1.000266
2.886144,1.000039
2.889144,1.000142
2.892145,0.999982
2.895145,1.000288
2.898145,0.999865
2.901145,1.000360
2.904145,0.999992
2.907145,0.999714
2.910146,1.000026
2.913146,0.999864
2.916146,1.000168
2.919146,0.999869
2.922146,0.999911
2.925146,0.999622
2.928146,0.999910
2.931147,0.999515
2.934147,0.999683
2.937147,1.000152
2.940147,1.000157
2.943147,1.000085
2.946147,0.999807
2.949147,0.999990
2.952148,0.999999
2.955148,0.999768
2.958148,1.000301
2.961148,1.000175
2.964148,0.999956
2.967148,1.000005
2.970149,1.000042
2.973149,0.999592
2.976149,0.999951
2.979149,0.999864
2.982149,0.999800
2.985149,0.999944
2.988149,1.000360
2.991150,1.000128
2.994150,0.999886
2.997150,1.000115
3.000150,1.000280
3.003150,1.000185
3.006150,1.000012
3.009150,0.999871
3.012151,1.000140
3.015151,1.000079
3.018151,1.000179
3.021151,0.997627
3.024151,0.997710
3.027151,0.997393
3.030152,0.997763
3.033152,0.997540
3.036152,0.997915
3.039152,0.997362
3.042152,0.997847
3.045152,0.997540
3.048152,0.997370
3.051153,0.997403
3.054153,0.997436
3.057153,0.997585
3.060153,0.997605
3.063153,0.997385
3.066153,0.997495
3.069153,0.997928
3.072154,0.997846
3.075154,0.997587
3.078154,0.997508
3.081154,1.000024
3.084154,1.000123
3.087154,0.999795
3.090155,0.999949
3.093155,0.999666
3.096155,1.000080
3.099155,1.000129
3.102155,0.999903
3.105155,1.000315
3.108155,0.999755
3.111156,0.999707
3.114156,1.000045
3.117156,1.000209
3.120156,1.000337
3.123156,0.999908
3.126156,1.000216
3.129156,0.999992
3.132157,0.999965
3.135157,1.000177
3.138157,1.000130
3.141157,0.999685
3.144157,1.000295
3.147157,1.000276
3.150158,0.999875
3.153158,1.000079
3.156158,1.000099
3.159158,1.000052
3.162158,0.999890
3.165158,0.999866
3.168158,0.999995
3.171159,1.000235
3.174159,1.000109
3.177159,0.999926
3.180159,1.000154
3.183159,0.999430
3.186159,1.000230
3.189159,0.999652
3.192160,0.999928
3.195160,0.999776
3.198160,0.999741
3.201160,1.000232
3.204160,0.999906
3.207160,1.000069
3.210161,0.999991
3.213161,1.000095
3.216161,1.000015
3.219161,0.999743
3.222161,1.000199
3.225161,0.999901
3.228161,0.999689
3.231162,0.999914
3.234162,1.000300
3.237162,1.000170
3.240162,0.999930
3.243162,0.999930
3.246162,0.999936
3.249162,1.000415
3.252163,1.000076
3.255163,1.000086
3.258163,1.000206
3.261163,1.000048
3.264163,0.999948
3.267163,0.999961
3.270164,0.999986
3.273164,0.999993
3.276164,1.000146
3.279164,1.000010
3.282164,1.000147
3.285164,0.999984
3.288164,1.000016
3.291165,0.999600
3.294165,1.000183
3.297165,1.000069
3.300165,1.000200
3.303165,0.999421
3.306165,1.000418
3.309165,0.999972
3.312166,1.000222
3.315166,0.999792
3.318166,1.000123
3.321166,0.999789
3.324166,0.999875
3.327166,1.000383
3.330167,0.999962
3.333167,1.000043
3.336167,1.000174
3.339167,1.000099
3.342167,1.000030
3.345167,1.000073
3.348167,1.000481
3.351168,0.999988
3.354168,1.000040
3.357168,1.000210
3.360168,1.000221
3.363168,1.000237
3.366168,1.000128
3.369168,0.999771
3.372169,1.000327
3.375169,0.999771
3.378169,1.000061
3.381169,0.999849
3.384169,0.999987
3.387169,1.000066
3.390170,1.000064
3.393170,1.000084
3.396170,1.000323
3.399170,1.000091
3.402170,0.999951
3.405170,1.000193
3.408170,1.000238
3.411171,0.999754
3.414171,1.000119
3.417171,1.000140
3.420171,0.999940
3.423171,1.000275
3.426171,0.999970
3.429171,1.000025
3.432172,0.999965
3.435172,1.000003
3.438172,0.999781
3.441172,0.999712
3.444172,1.000319
3.447172,0.999831
3.450173,0.999802
3.453173,0.999569
3.456173,0.999872
3.459173,0.999735
3.462173,1.000328
3.465173,1.000202
3.468173,0.999862
3.471174,1.000450
3.474174,1.000196
3.477174,0.999935
3.480174,0.999500
3.483174,1.000458
3.486174,0.999722
3.489174,0.999671
3.492175,1.000205
3.495175,1.000488
3.498175,1.000277
3.501175,1.000113
3.504175,1.000119
3.507175,1.000171
3.510176,1.000152
3.513176,1.000056
3.516176,1.000021
3.519176,0.999987
3.522176,0.999849
3.525176,0.999944
3.528176,0.999661
3.531177,0.999980
3.534177,0.999802
3.537177,0.999779
3.540177,1.000036
3.543177,1.000278
3.546177,1.000184
3.549177,0.999686
3.552178,0.999802
3.555178,1.000188
3.558178,0.999804
3.561178,0.999955
3.564178,1.000110
3.567178,0.999806
3.570179,1.000021
3.573179,0.999733
3.576179,0.999880
3.579179,1.000064
3.582179,0.999681
3.585179,1.000088
3.588179,0.999996
3.591180,1.000110
3.594180,1.000045
3.597180,1.000273
3.600180,1.000025
3.603180,0.999914
3.606180,1.000024
3.609180,1.000109
3.612181,1.000010
3.615181,1.000008
3.618181,0.996660
3.621181,0.996667
3.624181,0.996519
3.627181,0.997150
3.630182,0.996551
3.633182,0.996661
3.636182,0.996656
3.639182,0.996979
3.642182,0.999941
3.645182,1.000250
3.648182,0.999865
3.651183,1.000056
3.654183,0.999833
3.657183,1.000429
3.660183,0.999762
3.663183,1.000062
3.666183,1.000127
3.669183,1.000083
3.672184,0.999963
3.675184,0.999974
3.678184,1.000009
3.681184,0.999971
3.684184,1.000193
3.687184,1.000442
3.690185,0.999889
3.693185,0.999726
3.696185,0.999982
3.699185,1.000516
3.702185,0.999839
3.705185,1.000328
3.708185,1.000336
3.711186,0.999889
3.714186,1.000114
3.717186,1.000326
3.720186,0.999924
3.723186,0.999959
3.726186,0.999884
3.729186,0.999797
3.732187,0.999870
3.735187,0.999755
3.738187,1.000007
3.741187,0.999846
3.744187,1.000047
3.747187,0.999689
3.750188,1.000066
3.753188,1.000167
3.756188,0.999601
3.759188,1.000075
3.762188,1.000246
3.765188,0.999758
3.768188,0.996835
3.771189,0.996584
3.774189,0.996359
3.777189,0.996489
3.780189,0.996612
3.783189,1.000015
3.786189,1.000108
3.789189,0.999816
3.792190,1.000034
3.795190,0.999717
3.798190,0.999978
3.801190,0.999819
3.804190,0.999853
3.807190,1.000247
3.810191,1.000218
3.813191,1.000122
3.816191,0.999782
3.819191,0.999937
3.822191,1.000243
3.825191,1.000028
3.828191,1.000464
3.831192,1.000079
3.834192,1.000038
3.837192,0.999938
3.840192,1.000027
3.843192,0.999970
3.846192,1.000142
3.849192,1.000191
3.852193,0.999843
3.855193,0.999734
3.858193,0.999633
3.861193,1.000102
3.864193,0.999779
3.867193,0.999569
3.870194,1.000078
3.873194,1.000499
3.876194,0.999999
3.879194,1.000168
3.882194,1.000016
3.885194,0.999980
3.888194,1.000184
3.891195,0.999942
3.894195,1.000053
3.897195,1.000064
3.900195,0.999866
3.903195,1.000198
3.906195,0.999965
3.909195,0.999849
3.912196,1.000107
3.915196,0.999820
3.918196,1.000006
3.921196,0.999998
3.924196,1.000217
3.927196,1.000095
3.930197,0.999995
3.933197,1.000164
3.936197,1.000278
3.939197,1.000112
3.942197,1.000002
3.945197,0.999738
3.948197,0.999787
3.951198,0.999939
3.954198,0.999878
3.957198,0.999963
3.960198,1.000011
3.963198,1.000106
3.966198,0.999986
3.969198,1.000097
3.972199,1.000013
3.975199,0.999605
3.978199,0.999812
3.981199,0.999971
3.984199,0.999758
3.987199,1.000120
3.990200,1.000306
3.993200,1.000244
3.996200,0.999957
3.999200,1.000298
4.002200,1.000030
4.005200,0.999933
4.008200,0.999877
4.011201,0.999940
4.014201,0.999922
4.017201,1.000034
4.020201,1.000032
4.023201,1.000001
4.026201,1.000087
4.029201,1.000238
4.032202,1.000190
4.035202,0.999703
4.038202,0.999489
4.041202,1.000187
4.044202,0.999727
4.047202,0.999955
4.050203,0.999766
4.053203,0.999640
4.056203,1.000108
4.059203,1.000152
4.062203,0.999885
4.065203,0.999482
4.068203,0.999891
4.071204,1.000078
4.074204,0.999704
4.077204,1.000037
4.080204,0.999997
4.083204,1.000116
4.086204,1.000024
4.089204,0.999805
4.092205,1.000239
4.095205,0.999968
4.098205,0.999995
4.101205,0.999813
4.104205,0.999911
4.107205,0.999823
4.110206,0.999965
4.113206,1.000342
4.116206,0.999726
4.119206,0.999677
4.122206,1.000294
4.125206,0.999958
4.128206,0.999866
4.131207,1.000208
4.134207,0.999879
4.137207,1.000365
4.140207,1.000136
4.143207,0.999902
4.146207,1.000431
4.149207,0.999879
4.152208,1.000148
4.155208,1.000060
4.158208,1.000260
4.161208,1.000312
4.164208,1.000006
4.167208,0.999849
